,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
125151,France,"One of the many labels owned by the Grassa family of Domaine du Tariquet, this is so light and fresh that it just floats across the palate. It is citrus-crisp, with a tight apple skin texture. Great for apéritifs. Screwcap.",,86,10,Southwest France,Vin de Pays des Côtes de Gascogne,,Roger Voss,@vossroger,Domaine de Pouy 2008 White (Vin de Pays des Côtes de Gascogne),White Blend,Domaine de Pouy
125155,Chile,"Slightly herbal and leafy on the first pass, but airing shows a good mix of olive, creamy blackberry fruit and buttery oak. The flavor profile brings candied cherry/berry fruit and an herbal touch, and the finish is juicy and feels right. Standard but more than respectable at this price point.",,86,10,Rapel Valley,,,Michael Schachner,@wineschach,Lucky7 2008 Cabernet Sauvignon (Rapel Valley),Cabernet Sauvignon,Lucky7
125159,New Zealand,"Plump and round on the palate, this is a bit soft and lacking bite, but does offer a reasonably complex array of pungently herbal notes and melon and fig flavors. Drink now.",,86,10,Marlborough,,,Joe Czerwinski,@JoeCz,Twin Islands 2009 Sauvignon Blanc (Marlborough),Sauvignon Blanc,Twin Islands
125163,Italy,"This Barbera d'Asti Superiore offers good value with a thinner, more traditional style that puts emphasis on the liveliness of the fruit found in its bouquet and on the finish. Bright acidity is followed by a touch of smoke or toast at the very end.",Aurora,86,10,Piedmont,Barbera d'Asti Superiore,,,,Cantine Aurora 2006 Aurora  (Barbera d'Asti Superiore),Barbera,Cantine Aurora
125202,Spain,"Rubbery black plum and berry aromas lead to a fresh, tight palate with astringent tannins. Generic berry flavors are angular, while this everyday Garnacha is tannic and scratchy on the finish.",,85,10,Northern Spain,Cariñena,,Michael Schachner,@wineschach,Castillo de Monséran 2014 Garnacha (Cariñena),Garnacha,Castillo de Monséran
125217,France,"Made by the Barcelo family in the east of Corsica, the wine is ripe with strawberry fruit flavors that are balanced with apple acidity. It is lightly textured, just hinting at citrus. This is a fine apéritif style.",,85,10,France Other,Ile de Beauté,,Roger Voss,@vossroger,Domaine Vetriccie 2015 Rosé (Ile de Beauté),Rosé,Domaine Vetriccie
125272,Argentina,"Pretty aromas of cassis, cherry and sweet cream are inviting. Feels good, with zesty acidity and nice overall balance. Flavors of black currant, Bing cherry and plum cover the bases, while the finish is easygoing. The epitome of everyday Cabernet.",[+],88,10,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Santa Julia 2011 [+] Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,Santa Julia
125636,Austria,"Creamy textured wine, soft and ripe. It has attractive pure acidity that lies lightly on the palate, blended well with riper red apple, pear and just crisp acidity. Ready to drink in six months. Screwcap.",,86,10,Niederösterreich,,,Roger Voss,@vossroger,Winzer Krems 2012 Grüner Veltliner (Niederösterreich),Grüner Veltliner,Winzer Krems
125637,Austria,"A deliciously fragrant, fresh wine, bright and lively. It has intense, tangy acidity that cuts right through red currant and raspberry fruit flavors. Ready to go now. Screwcap.",Sandgrube 13 Rosé,86,10,Niederösterreich,,,Roger Voss,@vossroger,Winzer Krems 2012 Sandgrube 13 Rosé Zweigelt (Niederösterreich),Zweigelt,Winzer Krems
125639,Chile,"After a gritty, fruity smelling opening, this Cabernet-led blend offers fresh, easy flavors of raspberry and plum that conclude simply, light and mellow. This is a fresh, fruity style of red wine with little oak that's more than appealing for the price.",Wetland Winemaker's Selection,86,10,Colchagua Valley,,,Michael Schachner,@wineschach,Yali 2011 Wetland Winemaker's Selection Cabernet Sauvignon-Carmenère (Colchagua Valley),Cabernet Sauvignon-Carmenère,Yali
125712,Portugal,"A popular brand in Portugal, Monte Velho is an easy, fresh and fragrant wine. It has a touch of almonds with rounded apple and spiced pear flavors. It's a wine to drink now, very fruity and ready to go.",Monte Velho Branco,86,10,Alentejano,,,Roger Voss,@vossroger,Herdade do Esporão 2012 Monte Velho Branco White (Alentejano),Portuguese White,Herdade do Esporão
125748,Spain,"Clean, minerally and subtle on the nose, with apple notes. The palate is crisp and honest, with normal, likable apple and citrus flavors. Just fleshy enough on the finish, with good length and acidity.",Blanco,88,10,Central Spain,Vino de la Tierra de Castilla,,Michael Schachner,@wineschach,Real Compañia de Vinos 2010 Blanco White (Vino de la Tierra de Castilla),White Blend,Real Compañia de Vinos
125770,US,"There is little difference between this and the winery's reserve. There simply is no flavor here. It's a watery, sour wine, with a finish that suggests something went wrong somewhere along the line.",Barrel Fermented,81,10,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Château Bianca 2000 Barrel Fermented Chardonnay (Willamette Valley),Chardonnay,Château Bianca
125801,Spain,"Full on the nose, with heavy black plum and tea aromas that fall off towards herbal. The palate is big, clampy and tannic, with herbal berry and black plum flavors along with a hint of grass. Finishes with size and power. Made with certified organic grapes.",Tempranillo Made With Organic Grapes,85,10,Central Spain,La Mancha,,Michael Schachner,@wineschach,Paso a Paso 2009 Tempranillo Made With Organic Grapes Tempranillo (La Mancha),Tempranillo,Paso a Paso
125805,Spain,"Light and simple on the nose, with peach and flower blossom notes. The palate has some zip to it but not a whole lot, while the flavors are your basic mix of peach and nectarine. Zesty on the finish and then it evaporates. Drink now.",,85,10,Central Spain,La Mancha,,Michael Schachner,@wineschach,Paso a Paso 2010 Verdejo (La Mancha),Verdejo,Paso a Paso
125827,Spain,"Salmon in color, this is pulpy and perfumed on the nose, with an artificial leaning. Overly foamy on the palate, this has a bitter, herbal flavor.",Vega Medien Brut Rosé,80,10,Catalonia,Cava,,Michael Schachner,@wineschach,Unión Vinícola del Este NV Vega Medien Brut Rosé Garnacha (Cava),Garnacha,Unión Vinícola del Este
126009,Portugal,"Still very young, this wine is full of acidity, lemon flavors and with a candy shop character. The wine needs to time to settle down.",,84,10,Tejo,,,Roger Voss,@vossroger,Quinta do Casal Branco 2013 White (Tejo),Portuguese White,Quinta do Casal Branco
126011,Chile,"Simple aromas of generic red fruits and watermelon settle on a pithy, rather heavy palate. Pyrazine-rich flavors of bitter citrus finish with notes of pink grapefruit and tangerine.",Reserva Espiritu de Los Andes Rosé,84,10,Maipo Valley,,,Michael Schachner,@wineschach,Santa Alicia 2013 Reserva Espiritu de Los Andes Rosé Cabernet Sauvignon-Syrah (Maipo Valley),Cabernet Sauvignon-Syrah,Santa Alicia
126084,US,"This blush wine will appeal to the Moscato crowd that likes sweet wines. With pretty pink and orange hues, its scoury bubbles frame flavors of honey, raspberry jam and yeast.",Moscato Rosé,84,10,California,California,California Other,,,Ballatore NV Moscato Rosé Sparkling (California),Sparkling Blend,Ballatore
126091,Chile,"Rubbery, tarry, herbal berry aromas lead to a fresh, lean, somewhat acidic palate. Flavors of plum, red currant and green herbs finish with zest and juicy acidity.",,84,10,Central Valley,,,Michael Schachner,@wineschach,Vaya Vadiso 2012 Merlot (Central Valley),Merlot,Vaya Vadiso
126128,Italy,Here's a steady value wine from Northern Italy that shows easy aromas of citrus and melon backed by fresh acidity and a lively mouthfeel. Pair this wine with raw mozzarella drizzled with olive oil.,,84,10,Northeastern Italy,Delle Venezie,,,,My Moon 2011 Pinot Grigio (Delle Venezie),Pinot Grigio,My Moon
126140,Chile,"This basic Pinot offers up tea and oaky clove and cinnamon aromas. It's fairly fresh and juicy in the mouth despite a mild resiny oak feel, and flavors of meaty berry fruits are fully spiced like a licorice gum drop.",Estate Selection,84,10,Central Valley,,,Michael Schachner,@wineschach,Aresti 2011 Estate Selection Pinot Noir (Central Valley),Pinot Noir,Aresti
126141,Chile,"Match stick and oily white-fruit aromas come in front of a round, somewhat fat palate with warm, oily flavors of lychee, banana and spice. This falls off toward ripe banana and blandness on the finish.",Estate Selection,84,10,Central Valley,,,Michael Schachner,@wineschach,Aresti 2012 Estate Selection Gewürztraminer (Central Valley),Gewürztraminer,Aresti
126208,France,The rich fruit of this wine is supported by the ripe tannins. So blackberry flavors and acidity are given spice and a smoky character. The balance is already there. Drink from 2018.,Château Saint Seurin,88,10,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Maison Hebrard 2015 Château Saint Seurin  (Bordeaux),Bordeaux-style Red Blend,Maison Hebrard
126235,France,"Wood aromas and flavors are happily balanced by the ripe berry fruits. So the firm structure is lifted by juicy acidity and fruit to give a wine that will be spicy, fruity and succulent. Drink from 2018.",,88,10,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Merlet 2015  Bordeaux,Bordeaux-style Red Blend,Château Merlet
126275,Portugal,"Lab (or Labrador Retriever) is the preferred dog of the Santos Lima family. The wine is fresh, citrus flavored and crisply attractive. Acidity, lemon zest and green apples keep the wine really fresh. Drink now.",Lab Branco,84,10,Lisboa,,,Roger Voss,@vossroger,Casa Santos Lima 2015 Lab Branco White (Lisboa),Portuguese White,Casa Santos Lima
126278,Portugal,"This is a wide-ranging blend of local grapes which is lemon scented, fresh and light. It has pineapple and apricots as well as the cut of citrus. The wine is ready to drink.",Versátil Branco,84,10,Alentejano,,,Roger Voss,@vossroger,Casa Santa Vitória 2015 Versátil Branco White (Alentejano),Portuguese White,Casa Santa Vitória
126279,Portugal,"This is a soft wine with its ripe fruits and lightly tropical flavors right at the fore. It has some richness along with spice, a citrus tang and a crisp aftertaste. Drink now.",Terraços do Tejo Branco,84,10,Tejo,,,Roger Voss,@vossroger,Casal da Coelheira 2015 Terraços do Tejo Branco Fernão Pires (Tejo),Fernão Pires,Casal da Coelheira
126282,Portugal,"This light wine has crisp raspberry fruits, and lively acidity. It is all fruit with only the lightest texture and very ready to drink now.",Casa do Lago,84,10,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2015 Casa do Lago Rosé (Lisboa),Rosé,DFJ Vinhos
126288,Portugal,"This wine is a blend of Touriga Nacional and Syrah, with an off-dry fruitiness and soft, raspberry flavors. It is light and crisp with just a touch of caramel. Drink now.",Terra de Lobos,84,10,Tejo,,,Roger Voss,@vossroger,Quinta do Casal Branco 2015 Terra de Lobos Rosé (Tejo),Rosé,Quinta do Casal Branco
126331,Australia,"There's a slight sweetness to this simple sipper but the pretty, ripe strawberries and strawberry-leaf characters, along with a decent lick of acidity, keep it refreshing. For the price, this fizz is one for the ice bucket on a sweltering summer day.",Pink Bubbles,87,10,Australia Other,Australia,,,,Yellow Tail NV Pink Bubbles Sparkling (Australia),Sparkling Blend,Yellow Tail
126493,Italy,"This exciting selection offers spicy nutmeg and cinnamon notes behind the ripe fruit and prune aromas. A soft, slightly sweet finish is carried forth by the wine's medium density.",Caleo,86,10,Southern Italy,Salento,,,,Botter 2011 Caleo Primitivo (Salento),Primitivo,Botter
126638,Germany,"Buoyantly tropical, this fragrant Riesling and Müller-Thurgau blend bursts from the glass with sweet, succulent mango, pineapple and melon flavors. Off dry in style, it's concentrated and juicy yet elegantly structured. The finish is full of kick and liveliness. Drink now through 2017.",Piesporter Michelsberg,89,10,Mosel,,,Anna Lee C. Iijima,,Karl Josef 2014 Piesporter Michelsberg White (Mosel),White Blend,Karl Josef
126668,US,"The price isn't bad for this Chardonnay. It's creamy and dry, with buttered toast, pineapple, golden mango and peach jam flavors, and there's a great burst of palate-stimulating acidity.",,84,10,California,California,California Other,,,Fog Head 2012 Chardonnay (California),Chardonnay,Fog Head
126854,Chile,"The mild but slightly tired aromas of apple, honey and haystack announce a soft palate with apple, nectarine and tropical flavors. A yeasty, somewhat hollow finish indicates this is starting to break down. Drink this 80% Chardonnay and 20% Viognier blend immediately.",City Wine Reserva,84,10,Colchagua Valley,,,Michael Schachner,@wineschach,Viñedos Marchigüe 2015 City Wine Reserva Chardonnay-Viognier (Colchagua Valley),Chardonnay-Viognier,Viñedos Marchigüe
126855,Portugal,"A typical off-dry wine, lightly spritzy and with just enough acidity to balance. The fruit is the thing. The low alcohol makes it a fine summer wine. Drink now.",Salsus,84,10,Vinho Verde,,,Roger Voss,@vossroger,Wines & Winemakers 2016 Salsus White (Vinho Verde),Portuguese White,Wines & Winemakers
126859,France,"This crisp wine has plenty of acidity as well as lively fruits. The structure and texture are light and lifted, with a clean aftertaste. Drink now.",,84,10,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Lary 2016  Bordeaux Blanc,Bordeaux-style White Blend,Château Lary
126865,France,"Spicy and fruity, this light, balanced wine has easy, crisp fruit and bright acidity showing citrus and spiciness. It is a refreshing wine, ready to drink now.",Château Baruaud,84,10,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Maison Bouey 2016 Château Baruaud  (Bordeaux Blanc),Bordeaux-style White Blend,Maison Bouey
126873,France,"This vivid pink-colored wine, 50-50 Merlot and Cabernet Sauvignon, is soft, with gentle fruitiness and crisp edge. Acidity and a herbal edge add a more textured character. Drink now.",Les Caprices d'Anaïs,84,10,Bordeaux,Bordeaux Rosé,,Roger Voss,@vossroger,Château des Arnauds 2016 Les Caprices d'Anaïs Rosé (Bordeaux Rosé),Rosé,Château des Arnauds
126879,Italy,"Made entirely with the native grape Bombino Nero, this informal light-bodied wine has subdued aromas of wild cherry and a hint of crushed herb. The aromas carry over to the über-simple palate along with a hint of pink grapefruit.",,84,10,Southern Italy,Castel del Monte,,Kerin O’Keefe,@kerinokeefe,Rivera 2016 Rosé (Castel del Monte),Rosé,Rivera
126883,US,"$10 for this very drinkable Cab? That's crazy. But Line 39 is exactly that, a concentrated, juicy and fruity Cab with plenty of classic Cab tannins that's an incredibly good value and probably pretty easy to find. Scoop it up when you find it, though note that two bottles were tasted here with some bottle variation.",,87,10,California,North Coast,North Coast,Virginie Boone,@vboone,Line 39 2009 Cabernet Sauvignon (North Coast),Cabernet Sauvignon,Line 39
126894,Spain,"Broad and ripe on the nose, with sappy blackberry, plum and youthful aromas. The palate is big, full and tannic, with roasted plum and berry flavors in front of a smoky, hickory-driven finish. Chewy, blowsy and generous for $10 Tempranillo.",Codice,87,10,Northern Spain,Vino de la Tierra de Castilla y León,,Michael Schachner,@wineschach,Dominio de Eguren 2009 Codice Tempranillo (Vino de la Tierra de Castilla y León),Tempranillo,Dominio de Eguren
126907,Portugal,"Classic fresh, extremely tangy wine, all apple, citrus and crispness. It's lively, although also with some fruit richness. Drink now, with shellfish. Screwcap.",,86,10,Vinho Verde,,,Roger Voss,@vossroger,Casa de Vila Verde 2010 White (Vinho Verde),Portuguese White,Casa de Vila Verde
126941,US,"Dry and silky, this is a nice wine for everyday fare. It has pleasant flavors of cherries, cola and sandalwood, brightened by pretty acidity.",Double Decker Red,84,10,California,Central Coast,Central Coast,,,Tamás 2007 Double Decker Red Red (Central Coast),Red Blend,Tamás
126964,Chile,"Kind of brown, which makes sense seeing that it's an older 2008 model. The nose shows sweet peach and mango aromas, and some oxidization. The palate is drying and short, with bitter-tinged peach and citrus flavors. Flat and dry on the finish.",Carmenère,83,10,Central Valley,,,Michael Schachner,@wineschach,Pacifico Sur 2008 Carmenère Rosé (Central Valley),Rosé,Pacifico Sur
127043,Portugal,"This soft, medium-sweet wine comes from one of the oldest producers in the Vinho Verde region, established in 1790. The wine is fruity and crisp, with a light sparkle. Bright lemon acidity comes through strongly at the end.",Grande Escolha,85,10,Vinho Verde,,,Roger Voss,@vossroger,Casa de Vilacetinho 2016 Grande Escolha White (Vinho Verde),Portuguese White,Casa de Vilacetinho
127046,Portugal,"This producer is the only grower of Caladoc grapes in Portugal, and one of the few in the world. Blended here with Tinta Roriz, the grape gives a ripe, soft and perfumed wine. It has a generous character, all fruit and balanced acidity. Drink now.",Paxis,85,10,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2015 Paxis Red (Lisboa),Portuguese Red,DFJ Vinhos
127049,Argentina,"Medicinal cherry and plum aromas set up a palate with clipped, hard tannins. Forced flavors of oak and carob are more obvious than the wine's plum and cassis notes. Oak dominates the creamy, charred finish.",Estate,85,10,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Finca El Origen 2016 Estate Malbec (Mendoza),Malbec,Finca El Origen
127051,France,Bright red fruit highlights this soft wine. Acidity and hint of stalky tannins give its red berry flavors a boost. It's easygoing and ready to drink.,,85,10,France Other,Vin de France,,Roger Voss,@vossroger,Fat Bastard 2016 Malbec (Vin de France),Malbec,Fat Bastard
127054,Australia,"This bargain-priced offering is simple, fruity and direct, marked by peach and pineapple notes and a silky texture. Drink now.",,85,10,Australia Other,South Eastern Australia,,Joe Czerwinski,@JoeCz,Settlers Rise 2016 Chardonnay (South Eastern Australia),Chardonnay,Settlers Rise
127061,France,"This ripe, structured wine is full of cherry flavors and crisp acidity. Spice and dark chocolate notes make an appearance, but the wine is mainly about perfumed fruit.",,85,10,France Other,Vin de France,,Roger Voss,@vossroger,Maison de la Villette 2016 Pinot Noir (Vin de France),Pinot Noir,Maison de la Villette
127064,Argentina,"Flowery, tropical aromas are pure Torrontés, although this one turns to applesauce the longer it breathes. A healthy-feeling but generic palate deals flavors of Thompson seedless white grapes and honeydew. It has a fresh but faint finish.",Sustainably Farmed Estate Grown and Bottled,85,10,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Zolo 2016 Sustainably Farmed Estate Grown and Bottled Torrontés (Mendoza),Torrontés,Zolo
127112,Argentina,"Aromas of hot pepper flakes, Chinese mustard, leather and red plum are all over the map. The palate is a bit tart and tangy for Malbec, with mid-level berry flavors and a shot of tartness. Not overly ripe or happy, but with touches of quality.",,83,10,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Alberti 154 2007 Malbec (Mendoza),Malbec,Alberti 154
127120,Australia,"Classic Chardonnay aromas of apple, pear and hay lead into a palate marked by decent intensity but also a bit of sweetness. Orange and candy notes run through the rather short finish.",Peace Family Vineyard,83,10,Australia Other,South Eastern Australia,,,,Andrew Peace 2007 Peace Family Vineyard Chardonnay (South Eastern Australia),Chardonnay,Andrew Peace
127129,France,"Attractively herbaceous, this is a crisp, light and bright wine. Tight green fruits and plenty of acidity give it a juicy character that makes it refreshing. Drink now. This is one of 15 Bordeaux chateaus by Crus and Domaines de France.",,86,10,Bordeaux,Bordeaux Blanc,,Roger Voss,@vossroger,Château Mezain 2015  Bordeaux Blanc,Bordeaux-style White Blend,Château Mezain
127138,US,Apple and melon aromas are followed by medium-weight flavors. The concentration seems a bit watery in the midpalate but the variety is unmistakable and the balance is there.,,86,10,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Snoqualmie 2014 Chardonnay (Columbia Valley (WA)),Chardonnay,Snoqualmie
127174,Chile,"This is tropical on the nose, with light pear and banana aromas. It feels crisp and shearing, with mildly bitter flavors of citrus and scallion. Additional bitterness marks the finish.",,82,10,Central Valley,,,Michael Schachner,@wineschach,Arauco 2011 Sauvignon Blanc (Central Valley),Sauvignon Blanc,Arauco
127176,US,This peach-flavored wine is sweet in honey and brisk in acidity.,Peach,82,10,California,California,California Other,,,Totally Random NV Peach White (California),White Blend,Totally Random
127180,Chile,"Simple white-fruit aromas of apple and pear are as good as it gets. Feels slightly wan, with apple and green-herb flavors, finishing a bit bland.",Reserve,82,10,Maule Valley,,,Michael Schachner,@wineschach,V Norte 2011 Reserve Sauvignon Blanc (Maule Valley),Sauvignon Blanc,V Norte
127196,US,"This red blend offers a nose of spiced wood, tobacco and pepper, and on the palate, light, simple flavors of red fruit and cigar box. There's a lot of oak here, venturing into a maple syrup character, and overall, the wine is a bit clunky, but it's reasonably priced and from a unique location, giving it a fun spin.",Red Hot Mama,82,10,New Mexico,New Mexico,,Susan Kostrzewa,@suskostrzewa,Vivác Winery NV Red Hot Mama Red (New Mexico),Red Blend,Vivác Winery
127244,Spain,"Grassy lemon-lime aromas are alert and bright. A fresh, fruity palate is home to mild apple, pear and lees flavors. On the finish, this Cava is lasting, steady and ordinary in a welcome, textbook way.",Brut,87,10,Catalonia,Cava,,Michael Schachner,@wineschach,Segura Viudas NV Brut Sparkling (Cava),Sparkling Blend,Segura Viudas
127490,Chile,"Aromas of pineapple, lemon and stone fruits lead into a palate that is ripe and round, with apple butter and pear flavors. The finish is dry and fairly simple, with banana-like richness and tropical fruit notes, but also some late bitterness. Just two things hold it back: The texture is a bit flat, and the acidity could use a jolt.",Los Vascos,85,10,Colchagua Valley,,,Michael Schachner,@wineschach,Domaines Barons de Rothschild (Lafite) 2002 Los Vascos Chardonnay (Colchagua Valley),Chardonnay,Domaines Barons de Rothschild (Lafite)
127494,Chile,"There's plenty of oak to this solid, peppery Merlot that's also a touch green. The cassis and cherry fruit that drives the palate is healthy and sturdy, while the finish features some tight-grained oak and firm enough tannins. Maybe too much oak given the fruit quality.",,85,10,Rapel Valley,,,Michael Schachner,@wineschach,Dallas Conté 2000 Merlot (Rapel Valley),Merlot,Dallas Conté
127598,Chile,"The ultralight color portends a light wine with pear and apple fruit, plenty of flowery sweetness and a surprisingly full, fresh finish. It's not a bad little wine, given its modest aspirations.",,83,10,Rapel Valley,,,Michael Schachner,@wineschach,La Palma 2001 Chardonnay (Rapel Valley),Chardonnay,La Palma
127676,Spain,"Friendly aromas of blueberry, boysenberry, pastry and vanilla are clean and welcoming. This is pure, racy and fresh in style, with a bright plum flavor. An honest wine with quality fruit and balance.",Roble,87,10,Northern Spain,Ribera del Duero,,Michael Schachner,@wineschach,Viña Vilano 2011 Roble  (Ribera del Duero),Tempranillo,Viña Vilano
127686,US,"This is a perfect example of why Moscato is so popular. What's not to like, with the crisp, clean mouthfeel and seemingly sweet flavors of honey, orange and vanilla? So zesty, it's impossible not to drink a few glasses, and the alcohol is refreshingly low.",,87,10,California,California,California Other,,,Fat Cat 2011 Moscato (California),Moscato,Fat Cat
127702,Germany,"Crushed mineral and waxy lanolin notes accent intense tangerine and quince flavors on this juicy off-dry Riesling. It's robust on the palate, yet elegant, with a rippling herbal flair.",,89,10,Mosel,,,Anna Lee C. Iijima,,Züm 2012 Riesling (Mosel),Riesling,Züm
127707,Germany,"Cute packaging belies the surprising depth to this Riesling. It's remarkably balanced, with an array of mineral, floral and fruit dimensions. Juicy, with preserved peach flavors and zippy lemon acidity, it's a thirst-quenching, solid pick from the Pfalz.",Sweet,89,10,Pfalz,,,Anna Lee C. Iijima,,Blue Fish 2012 Sweet Riesling (Pfalz),Riesling,Blue Fish
127799,Italy,"Chewy, chunky, a little buttery and full of milk chocolate, this crowd pleaser is a good introduction to Tuscan Sangiovese. It will work well with simple dishes like pizza and pasta. It's young and gawky, like a teenager going through adolescence.",Conti Contini,85,10,Tuscany,Carmignano,,Michael Schachner,@wineschach,Capezzana 2000 Conti Contini  (Carmignano),Sangiovese,Capezzana
127876,France,"The wine is packed with fruit: blackberry and damson flavors that are given a great lift by the acidity. It has a spicy side to it, adding complexity and filling out the tannins. Drink this wine from 2018.",,87,10,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Laubes 2015  Bordeaux,Bordeaux-style Red Blend,Château Laubes
127935,Argentina,"Sweet and properly ripe, with just a touch of medicinal mint on the nose. The palate is concentrated and clean, with solid blackberry and plum flavors. Mellow and relatively smooth on the finish. Perfectly appropriate for everyday consumption; 50% Malbec and 50% Cab Sauvignon.",,86,10,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Sur de los Andes 2007 Malbec-Cabernet Sauvignon (Mendoza),Malbec-Cabernet Sauvignon,Sur de los Andes
127958,US,"Very dry, tannic and full-bodied, with somewhat underripe tobacco, pepper and herb flavors behind the blackberries. More like a minor Zinfandel than a Syrah. The toughness and grittiness need softening meats and cheeses for balance.",,83,10,California,Central Coast,Central Coast,,,Cycles Gladiator 2008 Syrah (Central Coast),Syrah,Cycles Gladiator
127971,South Africa,"This wallet-friendly wine leads with fresh notes of stone fruit, green plum, mango and pineapple core, with just a touch of white and yellow floral character. The light-weight palate is juicy and refreshing, with crisp citrus flavors that end clean and pure. Drink now.",Collection,87,10,Swartland,,,Lauren Buzzeo,@laurbuzz,Riebeek Cellars 2014 Collection Chenin Blanc (Swartland),Chenin Blanc,Riebeek Cellars
127981,Portugal,"This is a fresh although ripe wine. It has an attractive floral aroma that shows also on the palate with the ripe yellow and white stone fruits. The acidity is well balanced to give a fresh, fruity aftertaste. Drink now.",Montaria Branco Reserva,87,10,Alentejano,,,Roger Voss,@vossroger,Parras Vinhos 2014 Montaria Branco Reserva White (Alentejano),Portuguese White,Parras Vinhos
128105,Chile,"Gritty cherry aromas with a tarry background come before a snappy, juicy, racy palate. This is a quick, tart, slightly salty wine with mild but fresh plum and currant fruit. The finish goes so fast it barely registers.",Puerto Viejo Single Vineyard Reserve,86,10,Maule Valley,,,Michael Schachner,@wineschach,Viña Requingua 2014 Puerto Viejo Single Vineyard Reserve Pinot Noir (Maule Valley),Pinot Noir,Viña Requingua
128107,US,A light citrus and pine scent is the first impression then the flavors of this medium-bodied wine turn to ripe pear and apple notes. It feels full and smooth on the tongue. It's a nice choice when you're on a budget.,,85,10,California,North Coast,North Coast,Jim Gordon,@gordone_cellars,Illuminate 2013 Chardonnay (North Coast),Chardonnay,Illuminate
128108,Portugal,"The three castas (grapes) in the blend are Chardonnay, Arinto and Vital. It is a clean, fresh wine that is soft and round. The Chardonnay acidity lifts the two Portuguese grapes. This lightly textured wine is ready to drink now.",3 Castas,85,10,Tejo,,,Roger Voss,@vossroger,Fiuza 2015 3 Castas White (Tejo),Portuguese White,Fiuza
128121,France,"This blend of half Gros Manseng and half Sauvignon Blanc is crisp, lightly herbal and with a touch of honeyed pear to give it a ripe taste. It has a refreshing, cool character that's bright and tangy at the end.",Brumont,85,10,Southwest France,Côtes de Gascogne,,Roger Voss,@vossroger,Alain Brumont 2015 Brumont White (Côtes de Gascogne),White Blend,Alain Brumont
128124,Portugal,"This is a rich wine, full of rounded black fruits and soft tannins. It is a young style of wine with no wood aging, just the ripe fruits. Drink this wine now.",Versátil Tinto,85,10,Alentejano,,,Roger Voss,@vossroger,Casa Santa Vitória 2014 Versátil Tinto Red (Alentejano),Portuguese Red,Casa Santa Vitória
128128,Portugal,"This is soft and juicy with just a hint of a more tannic structure in the background. It is designed as an immediate easy-drinking wine, full of fruit and blackberry fruits.",Casa do Lago,85,10,Lisboa,,,Roger Voss,@vossroger,DFJ Vinhos 2014 Casa do Lago Touriga Nacional-Cabernet Sauvignon (Lisboa),Touriga Nacional-Cabernet Sauvignon,DFJ Vinhos
128164,US,"The meaty, spicy aromas of this medium-bodied wine are quickly followed by a flood of ripe, grapy fruit flavors that seem lightly sweet as they coat the sides of the mouth. It's big in flavor and rather soft and easy in texture.",Ancestral,86,10,California,California,California Other,Jim Gordon,@gordone_cellars,Gen5 2014 Ancestral Red (California),Red Blend,Gen5
128168,Portugal,"The Lapa vineyards are away from the Tagus (Tejo) river giving better structured soil and therefore firmer wines. That shows in this ripe wine with its tannins and bold fruits. It is attractively fruity, with a dry core. The wine is ready to drink.",Selection,86,10,Tejo,,,Roger Voss,@vossroger,Quinta da Lapa 2014 Selection Red (Tejo),Portuguese Red,Quinta da Lapa
128190,Chile,"Earthy cherry and berry aromas include a blackened note akin to asphalt. This feels fresh and wiry, with pointy acidity. Salty chippy red-fruit flavors end with pedestrian berry notes and a lasting dash of salt.",Reserva Estate Bottled,86,10,Maipo Valley,,,Michael Schachner,@wineschach,Santa Alicia 2016 Reserva Estate Bottled Malbec (Maipo Valley),Malbec,Santa Alicia
128220,Spain,"Dense blackberry, licorice, leather and herb aromas come together nicely on this Garnacha-Tempranillo blend. Bracing, racy acidity creates edge and sharpness on the palate, while hickory-smoked plum and raspberry flavors finish with firm tannins and dashing acidity.",Vendimia Seleccionada San Nicolás De Tolentino,87,10,Northern Spain,Cariñena,,Michael Schachner,@wineschach,Marqués de Almonacid 2012 Vendimia Seleccionada San Nicolás De Tolentino Garnacha-Tempranillo (Cariñena),Garnacha-Tempranillo,Marqués de Almonacid
